Activation,Architecture,Batch Size,Epochs,Accuracy,Precision,Recall,F1 Score
tanh,"(10, 5)",10,2000,0.9066666666666666,0.9117697111631539,0.9066666666666666,0.9078233513892119
tanh,"(10, 5)",10,3000,0.9066666666666666,0.9117697111631539,0.9066666666666666,0.9078233513892119
tanh,"(10, 5)",10,4000,0.9066666666666666,0.9117697111631539,0.9066666666666666,0.9078233513892119
tanh,"(10, 5)",10,5000,0.9066666666666666,0.9117697111631539,0.9066666666666666,0.9078233513892119
tanh,"(10, 5)",50,1000,0.9133333333333333,0.914221428150046,0.9133333333333333,0.9124771577700868
tanh,"(10, 5)",50,2000,0.9133333333333333,0.914221428150046,0.9133333333333333,0.9124771577700868
tanh,"(10, 5)",50,3000,0.9133333333333333,0.914221428150046,0.9133333333333333,0.9124771577700868
tanh,"(10, 5)",50,4000,0.9133333333333333,0.914221428150046,0.9133333333333333,0.9124771577700868
tanh,"(10, 5)",50,5000,0.9133333333333333,0.914221428150046,0.9133333333333333,0.9124771577700868
tanh,"(10, 5)",100,1000,0.9244444444444444,0.9246117993244349,0.9244444444444444,0.9243292597640657
tanh,"(10, 5)",100,2000,0.9244444444444444,0.9246117993244349,0.9244444444444444,0.9243292597640657
tanh,"(10, 5)",100,3000,0.9244444444444444,0.9246117993244349,0.9244444444444444,0.9243292597640657
tanh,"(10, 5)",100,4000,0.9244444444444444,0.9246117993244349,0.9244444444444444,0.9243292597640657
tanh,"(10, 5)",100,5000,0.9244444444444444,0.9246117993244349,0.9244444444444444,0.9243292597640657
tanh,"(10, 5)",200,1000,0.8933333333333333,0.895781240202293,0.8933333333333333,0.8939249561338223
tanh,"(10, 5)",200,2000,0.8933333333333333,0.895781240202293,0.8933333333333333,0.8939249561338223
tanh,"(10, 5)",200,3000,0.8933333333333333,0.895781240202293,0.8933333333333333,0.8939249561338223
tanh,"(10, 5)",200,4000,0.8933333333333333,0.895781240202293,0.8933333333333333,0.8939249561338223
tanh,"(10, 5)",200,5000,0.8933333333333333,0.895781240202293,0.8933333333333333,0.8939249561338223
tanh,"(15, 10, 5)",10,1000,0.8755555555555555,0.8824098429188755,0.8755555555555555,0.8752479486751811
tanh,"(15, 10, 5)",10,2000,0.8755555555555555,0.8824098429188755,0.8755555555555555,0.8752479486751811
tanh,"(15, 10, 5)",10,3000,0.8755555555555555,0.8824098429188755,0.8755555555555555,0.8752479486751811
tanh,"(15, 10, 5)",10,4000,0.8755555555555555,0.8824098429188755,0.8755555555555555,0.8752479486751811
tanh,"(15, 10, 5)",10,5000,0.8755555555555555,0.8824098429188755,0.8755555555555555,0.8752479486751811
tanh,"(15, 10, 5)",50,1000,0.9244444444444444,0.9247997030829128,0.9244444444444444,0.9238067029684056
tanh,"(15, 10, 5)",50,2000,0.9244444444444444,0.9247997030829128,0.9244444444444444,0.9238067029684056
tanh,"(15, 10, 5)",50,3000,0.9244444444444444,0.9247997030829128,0.9244444444444444,0.9238067029684056
tanh,"(15, 10, 5)",50,4000,0.9244444444444444,0.9247997030829128,0.9244444444444444,0.9238067029684056
tanh,"(15, 10, 5)",50,5000,0.9244444444444444,0.9247997030829128,0.9244444444444444,0.9238067029684056
tanh,"(15, 10, 5)",100,1000,0.9044444444444445,0.9058834398737781,0.9044444444444445,0.9034065688853418
tanh,"(15, 10, 5)",100,2000,0.9044444444444445,0.9058834398737781,0.9044444444444445,0.9034065688853418
tanh,"(15, 10, 5)",100,3000,0.9044444444444445,0.9058834398737781,0.9044444444444445,0.9034065688853418
tanh,"(15, 10, 5)",100,4000,0.9044444444444445,0.9058834398737781,0.9044444444444445,0.9034065688853418
tanh,"(15, 10, 5)",100,5000,0.9044444444444445,0.9058834398737781,0.9044444444444445,0.9034065688853418
tanh,"(15, 10, 5)",200,1000,0.9,0.9012936453287977,0.9,0.898985945709309
tanh,"(15, 10, 5)",200,2000,0.9,0.9012936453287977,0.9,0.898985945709309
tanh,"(15, 10, 5)",200,3000,0.9,0.9012936453287977,0.9,0.898985945709309
tanh,"(15, 10, 5)",200,4000,0.9,0.9012936453287977,0.9,0.898985945709309
tanh,"(15, 10, 5)",200,5000,0.9,0.9012936453287977,0.9,0.898985945709309
tanh,"(20, 15, 10)",10,1000,0.8977777777777778,0.9029951186506211,0.8977777777777778,0.8986572892925582
tanh,"(20, 15, 10)",10,2000,0.8977777777777778,0.9029951186506211,0.8977777777777778,0.8986572892925582
tanh,"(20, 15, 10)",10,3000,0.8977777777777778,0.9029951186506211,0.8977777777777778,0.8986572892925582
tanh,"(20, 15, 10)",10,4000,0.8977777777777778,0.9029951186506211,0.8977777777777778,0.8986572892925582
tanh,"(20, 15, 10)",10,5000,0.8977777777777778,0.9029951186506211,0.8977777777777778,0.8986572892925582
tanh,"(20, 15, 10)",50,1000,0.9111111111111111,0.9122349076015218,0.9111111111111111,0.9105986000860663
tanh,"(20, 15, 10)",50,2000,0.9111111111111111,0.9122349076015218,0.9111111111111111,0.9105986000860663
tanh,"(20, 15, 10)",50,3000,0.9111111111111111,0.9122349076015218,0.9111111111111111,0.9105986000860663
tanh,"(20, 15, 10)",50,4000,0.9111111111111111,0.9122349076015218,0.9111111111111111,0.9105986000860663
tanh,"(20, 15, 10)",50,5000,0.9111111111111111,0.9122349076015218,0.9111111111111111,0.9105986000860663
tanh,"(20, 15, 10)",100,1000,0.8955555555555555,0.897416679938419,0.8955555555555555,0.8941840842030264
tanh,"(20, 15, 10)",100,2000,0.8955555555555555,0.897416679938419,0.8955555555555555,0.8941840842030264
tanh,"(20, 15, 10)",100,3000,0.8955555555555555,0.897416679938419,0.8955555555555555,0.8941840842030264
tanh,"(20, 15, 10)",100,4000,0.8955555555555555,0.897416679938419,0.8955555555555555,0.8941840842030264
tanh,"(20, 15, 10)",100,5000,0.8955555555555555,0.897416679938419,0.8955555555555555,0.8941840842030264
tanh,"(20, 15, 10)",200,1000,0.8888888888888888,0.8895412402804379,0.8888888888888888,0.8881697457026404
tanh,"(20, 15, 10)",200,2000,0.8888888888888888,0.8895412402804379,0.8888888888888888,0.8881697457026404
tanh,"(20, 15, 10)",200,3000,0.8888888888888888,0.8895412402804379,0.8888888888888888,0.8881697457026404
tanh,"(20, 15, 10)",200,4000,0.8888888888888888,0.8895412402804379,0.8888888888888888,0.8881697457026404
tanh,"(20, 15, 10)",200,5000,0.8888888888888888,0.8895412402804379,0.8888888888888888,0.8881697457026404
relu,"(5,)",10,1000,0.8155555555555556,0.8166859893542928,0.8155555555555556,0.8122594903627306
relu,"(5,)",10,2000,0.8155555555555556,0.8166859893542928,0.8155555555555556,0.8122594903627306
relu,"(5,)",10,3000,0.8155555555555556,0.8166859893542928,0.8155555555555556,0.8122594903627306
relu,"(5,)",10,4000,0.8155555555555556,0.8166859893542928,0.8155555555555556,0.8122594903627306
relu,"(5,)",10,5000,0.8155555555555556,0.8166859893542928,0.8155555555555556,0.8122594903627306
relu,"(5,)",50,1000,0.8444444444444444,0.8482769423558897,0.8444444444444444,0.842827031981491
relu,"(5,)",50,2000,0.8444444444444444,0.8482769423558897,0.8444444444444444,0.842827031981491
relu,"(5,)",50,3000,0.8444444444444444,0.8482769423558897,0.8444444444444444,0.842827031981491
relu,"(5,)",50,4000,0.8444444444444444,0.8482769423558897,0.8444444444444444,0.842827031981491
relu,"(5,)",50,5000,0.8444444444444444,0.8482769423558897,0.8444444444444444,0.842827031981491
relu,"(5,)",100,1000,0.8177777777777778,0.8196036123061347,0.8177777777777778,0.8167905204872646
relu,"(5,)",100,2000,0.8177777777777778,0.8196036123061347,0.8177777777777778,0.8167905204872646
relu,"(5,)",100,3000,0.8177777777777778,0.8196036123061347,0.8177777777777778,0.8167905204872646
relu,"(5,)",100,4000,0.8177777777777778,0.8196036123061347,0.8177777777777778,0.8167905204872646
relu,"(5,)",100,5000,0.8177777777777778,0.8196036123061347,0.8177777777777778,0.8167905204872646
relu,"(5,)",200,1000,0.6088888888888889,0.5913984241178486,0.6088888888888889,0.5993005123309877
relu,"(5,)",200,2000,0.6088888888888889,0.5913984241178486,0.6088888888888889,0.5993005123309877
relu,"(5,)",200,3000,0.6088888888888889,0.5913984241178486,0.6088888888888889,0.5993005123309877
relu,"(5,)",200,4000,0.6088888888888889,0.5913984241178486,0.6088888888888889,0.5993005123309877
relu,"(5,)",200,5000,0.6088888888888889,0.5913984241178486,0.6088888888888889,0.5993005123309877
relu,"(10,)",10,1000,0.8711111111111111,0.8736792409157849,0.8711111111111111,0.8700069991251093
relu,"(10,)",10,2000,0.8711111111111111,0.8736792409157849,0.8711111111111111,0.8700069991251093
relu,"(10,)",10,3000,0.8711111111111111,0.8736792409157849,0.8711111111111111,0.8700069991251093
relu,"(10,)",10,4000,0.8711111111111111,0.8736792409157849,0.8711111111111111,0.8700069991251093
