Activation,Architecture,Batch Size,Epochs,Accuracy,Precision,Recall,F1 Score
relu,"(10,)",10,5000,0.8711111111111111,0.8736792409157849,0.8711111111111111,0.8700069991251093
relu,"(10,)",50,1000,0.8444444444444444,0.8445554433131212,0.8444444444444444,0.844038488939843
relu,"(10,)",50,2000,0.8444444444444444,0.8445554433131212,0.8444444444444444,0.844038488939843
relu,"(10,)",50,3000,0.8444444444444444,0.8445554433131212,0.8444444444444444,0.844038488939843
relu,"(10,)",50,4000,0.8444444444444444,0.8445554433131212,0.8444444444444444,0.844038488939843
relu,"(10,)",50,5000,0.8444444444444444,0.8445554433131212,0.8444444444444444,0.844038488939843
relu,"(10,)",100,1000,0.86,0.8597918786399997,0.86,0.859744868609317
relu,"(10,)",100,2000,0.86,0.8597918786399997,0.86,0.859744868609317
relu,"(10,)",100,3000,0.86,0.8597918786399997,0.86,0.859744868609317
relu,"(10,)",100,4000,0.86,0.8597918786399997,0.86,0.859744868609317
relu,"(10,)",100,5000,0.86,0.8597918786399997,0.86,0.859744868609317
relu,"(10,)",200,1000,0.8711111111111111,0.8716380269244763,0.8711111111111111,0.8702296211121296
relu,"(10,)",200,2000,0.8711111111111111,0.8716380269244763,0.8711111111111111,0.8702296211121296
relu,"(10,)",200,3000,0.8711111111111111,0.8716380269244763,0.8711111111111111,0.8702296211121296
relu,"(10,)",200,4000,0.8711111111111111,0.8716380269244763,0.8711111111111111,0.8702296211121296
relu,"(10,)",200,5000,0.8711111111111111,0.8716380269244763,0.8711111111111111,0.8702296211121296
relu,"(5, 3)",10,1000,0.7977777777777778,0.7957615487141354,0.7977777777777778,0.7946080418209117
relu,"(5, 3)",10,2000,0.7977777777777778,0.7957615487141354,0.7977777777777778,0.7946080418209117
relu,"(5, 3)",10,3000,0.7977777777777778,0.7957615487141354,0.7977777777777778,0.7946080418209117
relu,"(5, 3)",10,4000,0.7977777777777778,0.7957615487141354,0.7977777777777778,0.7946080418209117
relu,"(5, 3)",10,5000,0.7977777777777778,0.7957615487141354,0.7977777777777778,0.7946080418209117
relu,"(5, 3)",50,1000,0.7777777777777778,0.7656374269005849,0.7777777777777778,0.7707721494972491
relu,"(5, 3)",50,2000,0.7777777777777778,0.7656374269005849,0.7777777777777778,0.7707721494972491
relu,"(5, 3)",50,3000,0.7777777777777778,0.7656374269005849,0.7777777777777778,0.7707721494972491
relu,"(5, 3)",50,4000,0.7777777777777778,0.7656374269005849,0.7777777777777778,0.7707721494972491
relu,"(5, 3)",50,5000,0.7777777777777778,0.7656374269005849,0.7777777777777778,0.7707721494972491
relu,"(5, 3)",100,1000,0.7844444444444445,0.7739252808279692,0.7844444444444445,0.777643056947856
relu,"(5, 3)",100,2000,0.7844444444444445,0.7739252808279692,0.7844444444444445,0.777643056947856
relu,"(5, 3)",100,3000,0.7844444444444445,0.7739252808279692,0.7844444444444445,0.777643056947856
relu,"(5, 3)",100,4000,0.7844444444444445,0.7739252808279692,0.7844444444444445,0.777643056947856
relu,"(5, 3)",100,5000,0.7844444444444445,0.7739252808279692,0.7844444444444445,0.777643056947856
relu,"(5, 3)",200,1000,0.7444444444444445,0.7320547318960021,0.7444444444444445,0.7379484037769783
relu,"(5, 3)",200,2000,0.7444444444444445,0.7320547318960021,0.7444444444444445,0.7379484037769783
relu,"(5, 3)",200,3000,0.7444444444444445,0.7320547318960021,0.7444444444444445,0.7379484037769783
relu,"(5, 3)",200,4000,0.7444444444444445,0.7320547318960021,0.7444444444444445,0.7379484037769783
relu,"(5, 3)",200,5000,0.7444444444444445,0.7320547318960021,0.7444444444444445,0.7379484037769783
relu,"(10, 5)",10,1000,0.84,0.8418974014336917,0.84,0.8399652061460502
relu,"(10, 5)",10,2000,0.84,0.8418974014336917,0.84,0.8399652061460502
relu,"(10, 5)",10,3000,0.84,0.8418974014336917,0.84,0.8399652061460502
relu,"(10, 5)",10,4000,0.84,0.8418974014336917,0.84,0.8399652061460502
relu,"(10, 5)",10,5000,0.84,0.8418974014336917,0.84,0.8399652061460502
relu,"(10, 5)",50,1000,0.8844444444444445,0.8853808922558922,0.8844444444444445,0.8841502598302275
relu,"(10, 5)",50,2000,0.8844444444444445,0.8853808922558922,0.8844444444444445,0.8841502598302275
relu,"(10, 5)",50,3000,0.8844444444444445,0.8853808922558922,0.8844444444444445,0.8841502598302275
relu,"(10, 5)",50,4000,0.8844444444444445,0.8853808922558922,0.8844444444444445,0.8841502598302275
relu,"(10, 5)",50,5000,0.8844444444444445,0.8853808922558922,0.8844444444444445,0.8841502598302275
relu,"(10, 5)",100,1000,0.8866666666666667,0.8880226062869456,0.8866666666666667,0.8852859768926511
relu,"(10, 5)",100,2000,0.8866666666666667,0.8880226062869456,0.8866666666666667,0.8852859768926511
relu,"(10, 5)",100,3000,0.8866666666666667,0.8880226062869456,0.8866666666666667,0.8852859768926511
relu,"(10, 5)",100,4000,0.8866666666666667,0.8880226062869456,0.8866666666666667,0.8852859768926511
relu,"(10, 5)",100,5000,0.8866666666666667,0.8880226062869456,0.8866666666666667,0.8852859768926511
relu,"(10, 5)",200,1000,0.8533333333333334,0.8529056743909685,0.8533333333333334,0.8521313216693833
relu,"(10, 5)",200,2000,0.8533333333333334,0.8529056743909685,0.8533333333333334,0.8521313216693833
relu,"(10, 5)",200,3000,0.8533333333333334,0.8529056743909685,0.8533333333333334,0.8521313216693833
relu,"(10, 5)",200,4000,0.8533333333333334,0.8529056743909685,0.8533333333333334,0.8521313216693833
relu,"(10, 5)",200,5000,0.8533333333333334,0.8529056743909685,0.8533333333333334,0.8521313216693833
relu,"(15, 10, 5)",10,1000,0.8377777777777777,0.8490888693957115,0.8377777777777777,0.8407919947669555
relu,"(15, 10, 5)",10,2000,0.8377777777777777,0.8490888693957115,0.8377777777777777,0.8407919947669555
relu,"(15, 10, 5)",10,3000,0.8377777777777777,0.8490888693957115,0.8377777777777777,0.8407919947669555
relu,"(15, 10, 5)",10,4000,0.8377777777777777,0.8490888693957115,0.8377777777777777,0.8407919947669555
relu,"(15, 10, 5)",10,5000,0.8377777777777777,0.8490888693957115,0.8377777777777777,0.8407919947669555
relu,"(15, 10, 5)",50,1000,0.8933333333333333,0.8930488994084256,0.8933333333333333,0.8928365638310142
relu,"(15, 10, 5)",50,2000,0.8933333333333333,0.8930488994084256,0.8933333333333333,0.8928365638310142
relu,"(15, 10, 5)",50,3000,0.8933333333333333,0.8930488994084256,0.8933333333333333,0.8928365638310142
relu,"(15, 10, 5)",50,4000,0.8933333333333333,0.8930488994084256,0.8933333333333333,0.8928365638310142
relu,"(15, 10, 5)",50,5000,0.8933333333333333,0.8930488994084256,0.8933333333333333,0.8928365638310142
relu,"(15, 10, 5)",100,1000,0.88,0.8848634782157139,0.88,0.879073371470559
relu,"(15, 10, 5)",100,2000,0.88,0.8848634782157139,0.88,0.879073371470559
relu,"(15, 10, 5)",100,3000,0.88,0.8848634782157139,0.88,0.879073371470559
relu,"(15, 10, 5)",100,4000,0.88,0.8848634782157139,0.88,0.879073371470559
relu,"(15, 10, 5)",100,5000,0.88,0.8848634782157139,0.88,0.879073371470559
relu,"(15, 10, 5)",200,1000,0.88,0.8819521551512433,0.88,0.8770804324491419
relu,"(15, 10, 5)",200,2000,0.88,0.8819521551512433,0.88,0.8770804324491419
relu,"(15, 10, 5)",200,3000,0.88,0.8819521551512433,0.88,0.8770804324491419
relu,"(15, 10, 5)",200,4000,0.88,0.8819521551512433,0.88,0.8770804324491419
relu,"(15, 10, 5)",200,5000,0.88,0.8819521551512433,0.88,0.8770804324491419
relu,"(20, 15, 10)",10,1000,0.8955555555555555,0.9001356886840757,0.8955555555555555,0.8966943809765592
relu,"(20, 15, 10)",10,2000,0.8955555555555555,0.9001356886840757,0.8955555555555555,0.8966943809765592
relu,"(20, 15, 10)",10,3000,0.8955555555555555,0.9001356886840757,0.8955555555555555,0.8966943809765592
relu,"(20, 15, 10)",10,4000,0.8955555555555555,0.9001356886840757,0.8955555555555555,0.8966943809765592
relu,"(20, 15, 10)",10,5000,0.8955555555555555,0.9001356886840757,0.8955555555555555,0.8966943809765592
relu,"(20, 15, 10)",50,1000,0.88,0.8798958589585896,0.88,0.8790336320599478
relu,"(20, 15, 10)",50,2000,0.88,0.8798958589585896,0.88,0.8790336320599478
relu,"(20, 15, 10)",50,3000,0.88,0.8798958589585896,0.88,0.8790336320599478
relu,"(20, 15, 10)",50,4000,0.88,0.8798958589585896,0.88,0.8790336320599478
relu,"(20, 15, 10)",50,5000,0.88,0.8798958589585896,0.88,0.8790336320599478
relu,"(20, 15, 10)",100,1000,0.8577777777777778,0.8811753902662994,0.8577777777777778,0.8617111623152626
relu,"(20, 15, 10)",100,2000,0.8577777777777778,0.8811753902662994,0.8577777777777778,0.8617111623152626
relu,"(20, 15, 10)",100,3000,0.8577777777777778,0.8811753902662994,0.8577777777777778,0.8617111623152626
relu,"(20, 15, 10)",100,4000,0.8577777777777778,0.8811753902662994,0.8577777777777778,0.8617111623152626
relu,"(20, 15, 10)",100,5000,0.8577777777777778,0.8811753902662994,0.8577777777777778,0.8617111623152626
relu,"(20, 15, 10)",200,1000,0.9066666666666666,0.9095873851334259,0.9066666666666666,0.9038785272514651
relu,"(20, 15, 10)",200,2000,0.9066666666666666,0.9095873851334259,0.9066666666666666,0.9038785272514651
relu,"(20, 15, 10)",200,3000,0.9066666666666666,0.9095873851334259,0.9066666666666666,0.9038785272514651
relu,"(20, 15, 10)",200,4000,0.9066666666666666,0.9095873851334259,0.9066666666666666,0.9038785272514651
relu,"(20, 15, 10)",200,5000,0.9066666666666666,0.9095873851334259,0.9066666666666666,0.9038785272514651
identity,"(5,)",10,1000,0.6088888888888889,0.49937201838841183,0.6088888888888889,0.5374482745224763
identity,"(5,)",10,2000,0.6088888888888889,0.49937201838841183,0.6088888888888889,0.5374482745224763
identity,"(5,)",10,3000,0.6088888888888889,0.49937201838841183,0.6088888888888889,0.5374482745224763
identity,"(5,)",10,4000,0.6088888888888889,0.49937201838841183,0.6088888888888889,0.5374482745224763
identity,"(5,)",10,5000,0.6088888888888889,0.49937201838841183,0.6088888888888889,0.5374482745224763
identity,"(5,)",50,1000,0.5977777777777777,0.5800199671129903,0.5977777777777777,0.5257949990345064
identity,"(5,)",50,2000,0.5977777777777777,0.5800199671129903,0.5977777777777777,0.5257949990345064
identity,"(5,)",50,3000,0.5977777777777777,0.5800199671129903,0.5977777777777777,0.5257949990345064
identity,"(5,)",50,4000,0.5977777777777777,0.5800199671129903,0.5977777777777777,0.5257949990345064
identity,"(5,)",50,5000,0.5977777777777777,0.5800199671129903,0.5977777777777777,0.5257949990345064
identity,"(5,)",100,1000,0.6022222222222222,0.6400513503138351,0.6022222222222222,0.5222830653248955
identity,"(5,)",100,2000,0.6022222222222222,0.6400513503138351,0.6022222222222222,0.5222830653248955
identity,"(5,)",100,3000,0.6022222222222222,0.6400513503138351,0.6022222222222222,0.5222830653248955
identity,"(5,)",100,4000,0.6022222222222222,0.6400513503138351,0.6022222222222222,0.5222830653248955
identity,"(5,)",100,5000,0.6022222222222222,0.6400513503138351,0.6022222222222222,0.5222830653248955
identity,"(5,)",200,1000,0.6133333333333333,0.5865657004568526,0.6133333333333333,0.5635946586550596
identity,"(5,)",200,2000,0.6133333333333333,0.5865657004568526,0.6133333333333333,0.5635946586550596
identity,"(5,)",200,3000,0.6133333333333333,0.5865657004568526,0.6133333333333333,0.5635946586550596
identity,"(5,)",200,4000,0.6133333333333333,0.5865657004568526,0.6133333333333333,0.5635946586550596
identity,"(5,)",200,5000,0.6133333333333333,0.5865657004568526,0.6133333333333333,0.5635946586550596
identity,"(10,)",10,1000,0.6066666666666667,0.647682972686562,0.6066666666666667,0.5240928378887761
identity,"(10,)",10,2000,0.6066666666666667,0.647682972686562,0.6066666666666667,0.5240928378887761
identity,"(10,)",10,3000,0.6066666666666667,0.647682972686562,0.6066666666666667,0.5240928378887761
identity,"(10,)",10,4000,0.6066666666666667,0.647682972686562,0.6066666666666667,0.5240928378887761
identity,"(10,)",10,5000,0.6066666666666667,0.647682972686562,0.6066666666666667,0.5240928378887761
identity,"(10,)",50,1000,0.6044444444444445,0.5877616996841805,0.6044444444444445,0.5378577941857146
identity,"(10,)",50,2000,0.6044444444444445,0.5877616996841805,0.6044444444444445,0.5378577941857146
identity,"(10,)",50,3000,0.6044444444444445,0.5877616996841805,0.6044444444444445,0.5378577941857146
identity,"(10,)",50,4000,0.6044444444444445,0.5877616996841805,0.6044444444444445,0.5378577941857146
identity,"(10,)",50,5000,0.6044444444444445,0.5877616996841805,0.6044444444444445,0.5378577941857146
identity,"(10,)",100,1000,0.6155555555555555,0.591195981654971,0.6155555555555555,0.5684663191470252
identity,"(10,)",100,2000,0.6155555555555555,0.591195981654971,0.6155555555555555,0.5684663191470252
identity,"(10,)",100,3000,0.6155555555555555,0.591195981654971,0.6155555555555555,0.5684663191470252
identity,"(10,)",100,4000,0.6155555555555555,0.591195981654971,0.6155555555555555,0.5684663191470252
identity,"(10,)",100,5000,0.6155555555555555,0.591195981654971,0.6155555555555555,0.5684663191470252
identity,"(10,)",200,1000,0.5955555555555555,0.5806251491290861,0.5955555555555555,0.5207641633728589
identity,"(10,)",200,2000,0.5955555555555555,0.5806251491290861,0.5955555555555555,0.5207641633728589
identity,"(10,)",200,3000,0.5955555555555555,0.5806251491290861,0.5955555555555555,0.5207641633728589
identity,"(10,)",200,4000,0.5955555555555555,0.5806251491290861,0.5955555555555555,0.5207641633728589
identity,"(10,)",200,5000,0.5955555555555555,0.5806251491290861,0.5955555555555555,0.5207641633728589
identity,"(5, 3)",10,1000,0.5977777777777777,0.49377852600074823,0.5977777777777777,0.510829603776646
identity,"(5, 3)",10,2000,0.5977777777777777,0.49377852600074823,0.5977777777777777,0.510829603776646
identity,"(5, 3)",10,3000,0.5977777777777777,0.49377852600074823,0.5977777777777777,0.510829603776646
identity,"(5, 3)",10,4000,0.5977777777777777,0.49377852600074823,0.5977777777777777,0.510829603776646
identity,"(5, 3)",10,5000,0.5977777777777777,0.49377852600074823,0.5977777777777777,0.510829603776646
identity,"(5, 3)",50,1000,0.6044444444444445,0.5713903962019925,0.6044444444444445,0.5524585325996942
identity,"(5, 3)",50,2000,0.6044444444444445,0.5713903962019925,0.6044444444444445,0.5524585325996942
identity,"(5, 3)",50,3000,0.6044444444444445,0.5713903962019925,0.6044444444444445,0.5524585325996942
identity,"(5, 3)",50,4000,0.6044444444444445,0.5713903962019925,0.6044444444444445,0.5524585325996942
identity,"(5, 3)",50,5000,0.6044444444444445,0.5713903962019925,0.6044444444444445,0.5524585325996942
identity,"(5, 3)",100,1000,0.62,0.5965858344688428,0.62,0.5694210234210234
identity,"(5, 3)",100,2000,0.62,0.5965858344688428,0.62,0.5694210234210234
identity,"(5, 3)",100,3000,0.62,0.5965858344688428,0.62,0.5694210234210234
identity,"(5, 3)",100,4000,0.62,0.5965858344688428,0.62,0.5694210234210234
identity,"(5, 3)",100,5000,0.62,0.5965858344688428,0.62,0.5694210234210234
identity,"(5, 3)",200,1000,0.6133333333333333,0.588128209551252,0.6133333333333333,0.5707272549906438
identity,"(5, 3)",200,2000,0.6133333333333333,0.588128209551252,0.6133333333333333,0.5707272549906438
identity,"(5, 3)",200,3000,0.6133333333333333,0.588128209551252,0.6133333333333333,0.5707272549906438
identity,"(5, 3)",200,4000,0.6133333333333333,0.588128209551252,0.6133333333333333,0.5707272549906438
identity,"(5, 3)",200,5000,0.6133333333333333,0.588128209551252,0.6133333333333333,0.5707272549906438
identity,"(10, 5)",10,1000,0.6133333333333333,0.5920804597701149,0.6133333333333333,0.5688549052983642
identity,"(10, 5)",10,2000,0.6133333333333333,0.5920804597701149,0.6133333333333333,0.5688549052983642
identity,"(10, 5)",10,3000,0.6133333333333333,0.5920804597701149,0.6133333333333333,0.5688549052983642
identity,"(10, 5)",10,4000,0.6133333333333333,0.5920804597701149,0.6133333333333333,0.5688549052983642
identity,"(10, 5)",10,5000,0.6133333333333333,0.5920804597701149,0.6133333333333333,0.5688549052983642
identity,"(10, 5)",50,1000,0.6,0.4966781741465286,0.6,0.5139532134709268
identity,"(10, 5)",50,2000,0.6,0.4966781741465286,0.6,0.5139532134709268
identity,"(10, 5)",50,3000,0.6,0.4966781741465286,0.6,0.5139532134709268
identity,"(10, 5)",50,4000,0.6,0.4966781741465286,0.6,0.5139532134709268
identity,"(10, 5)",50,5000,0.6,0.4966781741465286,0.6,0.5139532134709268
identity,"(10, 5)",100,1000,0.6,0.5679288292053734,0.6,0.542923322683706
identity,"(10, 5)",100,2000,0.6,0.5679288292053734,0.6,0.542923322683706
identity,"(10, 5)",100,3000,0.6,0.5679288292053734,0.6,0.542923322683706
identity,"(10, 5)",100,4000,0.6,0.5679288292053734,0.6,0.542923322683706
identity,"(10, 5)",100,5000,0.6,0.5679288292053734,0.6,0.542923322683706
identity,"(10, 5)",200,1000,0.6044444444444445,0.5739870606569037,0.6044444444444445,0.5556582052278647
identity,"(10, 5)",200,2000,0.6044444444444445,0.5739870606569037,0.6044444444444445,0.5556582052278647
identity,"(10, 5)",200,3000,0.6044444444444445,0.5739870606569037,0.6044444444444445,0.5556582052278647
identity,"(10, 5)",200,4000,0.6044444444444445,0.5739870606569037,0.6044444444444445,0.5556582052278647
identity,"(10, 5)",200,5000,0.6044444444444445,0.5739870606569037,0.6044444444444445,0.5556582052278647
identity,"(15, 10, 5)",10,1000,0.6022222222222222,0.5031283780551968,0.6022222222222222,0.5094485238347088
identity,"(15, 10, 5)",10,2000,0.6022222222222222,0.5031283780551968,0.6022222222222222,0.5094485238347088
identity,"(15, 10, 5)",10,3000,0.6022222222222222,0.5031283780551968,0.6022222222222222,0.5094485238347088
identity,"(15, 10, 5)",10,4000,0.6022222222222222,0.5031283780551968,0.6022222222222222,0.5094485238347088
identity,"(15, 10, 5)",10,5000,0.6022222222222222,0.5031283780551968,0.6022222222222222,0.5094485238347088
identity,"(15, 10, 5)",50,1000,0.6177777777777778,0.5924797420349572,0.6177777777777778,0.579673981433231
identity,"(15, 10, 5)",50,2000,0.6177777777777778,0.5924797420349572,0.6177777777777778,0.579673981433231
identity,"(15, 10, 5)",50,3000,0.6177777777777778,0.5924797420349572,0.6177777777777778,0.579673981433231
identity,"(15, 10, 5)",50,4000,0.6177777777777778,0.5924797420349572,0.6177777777777778,0.579673981433231
identity,"(15, 10, 5)",50,5000,0.6177777777777778,0.5924797420349572,0.6177777777777778,0.579673981433231
identity,"(15, 10, 5)",100,1000,0.6044444444444445,0.5847670804319306,0.6044444444444445,0.5440329119474198
identity,"(15, 10, 5)",100,2000,0.6044444444444445,0.5847670804319306,0.6044444444444445,0.5440329119474198
identity,"(15, 10, 5)",100,3000,0.6044444444444445,0.5847670804319306,0.6044444444444445,0.5440329119474198
identity,"(15, 10, 5)",100,4000,0.6044444444444445,0.5847670804319306,0.6044444444444445,0.5440329119474198
identity,"(15, 10, 5)",100,5000,0.6044444444444445,0.5847670804319306,0.6044444444444445,0.5440329119474198
identity,"(15, 10, 5)",200,1000,0.6088888888888889,0.5821259431957065,0.6088888888888889,0.5544420949371102
identity,"(15, 10, 5)",200,2000,0.6088888888888889,0.5821259431957065,0.6088888888888889,0.5544420949371102
identity,"(15, 10, 5)",200,3000,0.6088888888888889,0.5821259431957065,0.6088888888888889,0.5544420949371102
identity,"(15, 10, 5)",200,4000,0.6088888888888889,0.5821259431957065,0.6088888888888889,0.5544420949371102
identity,"(15, 10, 5)",200,5000,0.6088888888888889,0.5821259431957065,0.6088888888888889,0.5544420949371102
identity,"(20, 15, 10)",10,1000,0.5955555555555555,0.4985761693675363,0.5955555555555555,0.48974638796636555
identity,"(20, 15, 10)",10,2000,0.5955555555555555,0.4985761693675363,0.5955555555555555,0.48974638796636555
identity,"(20, 15, 10)",10,3000,0.5955555555555555,0.4985761693675363,0.5955555555555555,0.48974638796636555
identity,"(20, 15, 10)",10,4000,0.5955555555555555,0.4985761693675363,0.5955555555555555,0.48974638796636555
identity,"(20, 15, 10)",10,5000,0.5955555555555555,0.4985761693675363,0.5955555555555555,0.48974638796636555
identity,"(20, 15, 10)",50,1000,0.5911111111111111,0.5704871794871794,0.5911111111111111,0.5162205835256113
identity,"(20, 15, 10)",50,2000,0.5911111111111111,0.5704871794871794,0.5911111111111111,0.5162205835256113
identity,"(20, 15, 10)",50,3000,0.5911111111111111,0.5704871794871794,0.5911111111111111,0.5162205835256113
identity,"(20, 15, 10)",50,4000,0.5911111111111111,0.5704871794871794,0.5911111111111111,0.5162205835256113
identity,"(20, 15, 10)",50,5000,0.5911111111111111,0.5704871794871794,0.5911111111111111,0.5162205835256113
identity,"(20, 15, 10)",100,1000,0.5866666666666667,0.5825736983927693,0.5866666666666667,0.4918998752977247
identity,"(20, 15, 10)",100,2000,0.5866666666666667,0.5825736983927693,0.5866666666666667,0.4918998752977247
identity,"(20, 15, 10)",100,3000,0.5866666666666667,0.5825736983927693,0.5866666666666667,0.4918998752977247
identity,"(20, 15, 10)",100,4000,0.5866666666666667,0.5825736983927693,0.5866666666666667,0.4918998752977247
identity,"(20, 15, 10)",100,5000,0.5866666666666667,0.5825736983927693,0.5866666666666667,0.4918998752977247
identity,"(20, 15, 10)",200,1000,0.6155555555555555,0.5894932949229,0.6155555555555555,0.5904677202169781
identity,"(20, 15, 10)",200,2000,0.6155555555555555,0.5894932949229,0.6155555555555555,0.5904677202169781
identity,"(20, 15, 10)",200,3000,0.6155555555555555,0.5894932949229,0.6155555555555555,0.5904677202169781
identity,"(20, 15, 10)",200,4000,0.6155555555555555,0.5894932949229,0.6155555555555555,0.5904677202169781
identity,"(20, 15, 10)",200,5000,0.6155555555555555,0.5894932949229,0.6155555555555555,0.5904677202169781
